Density,Young's Modulus,Yield Strength,Tensile Strength,Specific Heat,Coefficient of Thermal Expansion,"Aluminum, Al","Chromium, Cr","Copper, Cu","Iron, Fe","Magnesium, Mg","Manganese, Mn","Silicon, Si","Titanium, Ti","Zinc, Zn","Zirconium, Zr","Vanadium, V","Boron, B","Nickel, Ni","Gallium, Ga","Oxygen, O","Beryllium, Be","Bismuth, Bi","Lead, Pb","Tin, Sn","Scandium, Sc","Lithium, Li","Silver, Ag"
2.84,0.9024880735299028,0.5230792892285941,0.39292316368738955,-0.9842471148925426,-0.345507370623403,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,0.907794905990038,0.9107140458279743,1.1029363493433542,0.588481207534757,95.1,0.0,4.0,0.15,0.15,0.2,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2.65,-0.5222111998170024,0.022948987438717042,0.2053177716074676,-0.1404382911041234,0.3011001065630141,95.8,0.1,0.15,0.35,4.0,0.2,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-1.0573324644274174,-1.471874433587035,-0.2247348768971729,-0.345507370623403,99.6,0.0,0.05,0.35,0.03,0.03,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-3.100238456349494,-1.669799726311636,-1.8583415412716744,-0.2247348768971729,-2.6445561783973335,99.99,0.0,0.006,0.006,0.006,0.002,0.006,0.002,0.006,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.3230271685126433,0.2878641441226333,-0.2247348768971729,0.8040170332635636,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.8465083064421461,-0.38751526736508596,-0.2247348768971729,0.4447906570488868,96.8,0.15,0.05,0.45,3.1,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,1.3309820844276263,1.2183868888390463,-0.7515885381037322,0.4447906570488868,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7596610787081491,0.4307475412058476,0.13027561477549876,-0.4354763413797966,0.6603264827776908,98.5,0.0,0.1,0.5,0.4,0.4,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,-1.163513974653576,-0.9053061495056707,-0.9834041490346183,0.7321717580206272,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,0.6311167833685887,-0.26174056896475145,-0.5901290908114017,1.1029363493433542,0.1574095560771439,88.7,0.0,2.0,1.2,0.5,0.5,8.8,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-1.2081409861979033,-1.1079199729519864,-0.41440219493153424,0.3011001065630141,98.0,0.1,0.15,0.5,0.5,0.4,1.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.792648120095544,-0.07233820867081699,0.1748309397618785,-0.345507370623403,94.0,0.0,0.1,0.1,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.19013843685645265,-1.108114925839928,-0.9578356592880488,-0.3239941066685024,-1.6387223249962397,93.0,0.0,1.0,0.5,0.9,0.3,0.05,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,1.7156977011890702,1.4435133593349527,-0.7515885381037322,0.1574095560771439,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.669539122731882,-0.6201459535441892,-0.4354763413797966,0.588481207534757,98.5,0.0,0.1,0.5,0.4,0.4,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.16144660947283684,0.4979821832521459,-0.9834041490346183,0.4447906570488868,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.8465083064421461,-0.38751526736508596,-0.2247348768971729,0.1574095560771439,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.65,-0.047311442034699,-1.2166047297666551,-1.3180380120814992,1.1029363493433542,0.3011001065630141,95.1,0.25,0.35,0.6,3.5,0.8,1.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.3230271685126433,0.2878641441226333,-0.2247348768971729,-0.345507370623403,96.8,0.15,0.05,0.45,3.1,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7257396674379867,-0.6310675610557376,-0.9578356592880488,-0.2247348768971729,0.6603264827776908,99.35,0.0,0.05,0.65,0.05,0.05,0.0,0.06,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,-0.5222111998170024,1.292510522751482,0.9557393399271555,-0.1404382911041234,-0.05812626965166262,95.8,0.1,0.15,0.35,4.0,0.2,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-1.163513974653576,-1.5754326100151521,-0.2247348768971729,0.7321717580206272,99.6,0.0,0.05,0.35,0.03,0.03,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-0.47718131435116,-0.8002471299409144,-0.2247348768971729,0.4447906570488868,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.19013843685645265,1.7003090765186124,1.683648261197253,1.039713909998567,0.8040170332635636,89.5,0.1,1.2,0.35,2.0,0.2,0.25,0.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.6000224125808828,0.5430074773513272,-0.9842471148925426,0.4447906570488868,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,1.600283016160637,1.4435133593349527,1.1029363493433542,0.588481207534757,95.1,0.0,4.0,0.15,0.15,0.2,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2.7,-0.7596610787081491,-0.42332112800455785,-0.8527766397232925,-0.2247348768971729,0.3011001065630141,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.26174056896475145,-0.5375995810290236,-0.33010560913848475,-0.345507370623403,97.6,0.03,0.1,0.5,0.35,0.03,0.3,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.669539122731882,-0.24493516938434523,-0.4354763413797966,8.41961620901471,98.9,0.05,0.2,0.7,0.4,0.05,0.6,0.15,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,1.7541692628652146,1.428504927968559,-0.7515885381037322,0.588481207534757,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.38652555473634287,-1.0573324644274174,-0.695188110376158,1.1029363493433542,0.37294538180595044,95.3,0.0,4.0,1.0,0.03,0.35,0.7,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.28476132092585066,-0.8465083064421461,-0.3349857575827078,-0.2247348768971729,0.01371900559127374,97.1,0.05,0.1,0.4,2.4,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.31560075531135356,-0.695188110376158,-0.2247348768971729,-0.05812626965166262,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.09989211079100582,-0.09485085572040763,1.1029363493433542,-0.05812626965166262,79.6,0.0,4.0,1.3,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.28476132092585066,1.4925626434674326,1.4810344377509372,-0.6112347227583143,0.5166359322918206,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-1.2166047297666551,-0.8527766397232925,-0.3722539020350095,0.588481207534757,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.6650381946387511,-1.004241709314338,-0.8002471299409144,-0.6462178058624204,-3.5785447565554933,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.4387097526750156,-0.019808698888438833,-0.4354763413797966,0.2191964927860749,98.3,0.1,0.15,0.5,0.6,0.2,0.8,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.36946094165795573,-0.8527766397232925,-0.28964324795780866,0.6603264827776908,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.5772073747091354,-0.5375995810290236,1.1029363493433542,0.01371900559127374,92.4,0.35,0.4,1.1,0.2,0.6,0.25,0.25,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.40766460420016093,0.5805285557673115,-0.2247348768971729,0.1574095560771439,94.8,0.05,0.1,0.4,4.7,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.6384939742570273,0.13027561477549876,1.1029363493433542,0.4447906570488868,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.28476132092585066,0.1075864231262347,-0.12486771845319515,-0.6462178058624204,0.8040170332635636,97.7,0.15,0.1,0.4,2.2,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,2.3927971866892115,2.3590276726849724,-1.1519973206207172,-1.4950317745103694,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,-1.004241709314338,-0.5375995810290236,0.9592106705661736,0.6603264827776908,91.4,0.18,1.2,0.5,2.1,0.3,0.4,0.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7257396674379867,0.25377835749558336,-0.019808698888438833,-0.6462178058624204,-3.5785447565554933,98.4,0.0,0.05,0.8,0.8,0.8,0.6,0.1,0.25,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6311167833685887,0.7539086592854605,1.3309501240869996,-0.6040695129658956,0.588481207534757,94.7,0.1,3.8,0.3,1.2,0.3,0.2,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,2.530715814497792,0.6923541606036294,0.6480664969160835,-1.2784421993102915,0.37294538180595044,87.2,0.1,0.5,1.0,0.8,0.0,11.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-1.0573324644274174,-0.9053061495056707,-0.2247348768971729,0.32265368913588277,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-1.1104232195404966,-1.471874433587035,-0.2247348768971729,0.588481207534757,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.5222111998170024,-0.9773116161410371,-0.4925742869298423,-0.6462178058624204,-0.05812626965166262,90.5,0.15,0.1,0.4,2.3,0.1,0.3,0.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.047311442034699,-1.3751075638723702,-1.1079199729519864,1.1029363493433542,-2.5727109031543995,95.5,0.25,0.6,0.8,0.05,0.5,4.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.15402019627154714,-0.17739722823557333,-0.2247348768971729,0.3011001065630141,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.2848235059704381,0.05523345794352997,-0.2247348768971729,0.588481207534757,95.6,0.05,0.1,0.4,4.0,0.4,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.57,-1.7433820055429183,-0.5772073747091354,-0.019808698888438833,1.1029363493433542,0.3011001065630141,90.5,0.0,0.25,0.3,9.5,0.15,0.25,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.28476132092585066,0.1383636724671502,-0.019808698888438833,-0.2247348768971729,-0.6328884715951433,97.3,0.3,0.1,0.4,2.6,0.5,0.4,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,0.7462143469502316,1.3234459084038026,-0.7515885381037322,0.6603264827776908,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7257396674379867,0.1075864231262347,-0.019808698888438833,-0.4354763413797966,0.8758623085064974,97.8,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
2.58,1.3095450087718763,0.7923802209616049,1.0307814967591244,-1.0677007348276677,1.235088684721174,95.4,0.1,1.8,0.3,1.1,0.1,0.2,0.1,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
2.75,6.397756699296534,0.5615508509047384,0.8056550262632179,-0.05572022238213164,0.6603264827776908,73.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.31560075531135356,-0.6426586005937799,-0.2247348768971729,0.1574095560771439,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.38652555473634287,-1.4312760439195409,-2.1209890901835653,-0.3722539020350095,0.3011001065630141,98.5,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,0.06142054911486143,-0.4400447771474641,1.1029363493433542,0.6603264827776908,93.6,0.25,3.5,1.0,1.2,0.35,0.7,0.25,0.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7596610787081491,-0.8465083064421461,-1.265508502299121,-0.1404382911041234,0.16962325286844765,99.0,0.0,0.05,0.95,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.29190267066694486,1.223261711734422,1.2709163986214245,1.039713909998567,0.3011001065630141,91.4,0.18,1.2,0.5,2.1,0.3,0.4,0.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.7596610787081491,-1.4004987945786254,-1.4080886002798616,-0.3722539020350095,0.1574095560771439,98.4,0.0,0.5,1.0,0.2,0.9,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,0.6311167833685887,-0.26174056896475145,-0.5901290908114017,1.1029363493433542,-0.2018168201375328,85.8,0.0,0.5,1.2,0.7,0.35,11.0,0.25,0.35,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.4275883157476043,-1.2166047297666551,-0.9053061495056707,-0.6483252205072534,0.4447906570488868,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,-0.047311442034699,-0.792648120095544,-0.7477176201585362,1.1029363493433542,0.4447906570488868,92.7,0.0,0.35,0.7,0.25,0.05,0.3,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.4275883157476043,1.10015271437076,1.368471202502984,-0.7515885381037322,0.1574095560771439,94.7,0.1,3.8,0.12,1.2,0.3,0.1,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,-0.047311442034699,-0.5233471883625332,0.2353346343402551,1.1029363493433542,-2.2853298021826567,89.5,0.0,3.0,1.3,0.1,0.5,7.5,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
2.8,0.6650381946387511,1.4387024571208304,1.428504927968559,-0.6462178058624204,-0.08470902149154545,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,0.022948987438717042,0.7681339478472335,1.1029363493433542,0.4447906570488868,95.5,0.0,4.2,0.35,0.15,0.1,0.2,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.73,-0.7596610787081491,-0.31560075531135356,-0.695188110376158,-0.3722539020350095,1.235088684721174,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.64,0.29190267066694486,1.600283016160637,1.180865810423062,-0.1404382911041234,-1.3513412240244966,95.4,0.05,0.1,0.4,4.5,0.05,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,-0.20788038261814928,-0.695188110376158,1.1029363493433542,0.01371900559127374,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,1.6464488901720102,1.428504927968559,-0.6040695129658956,-2.6445561783973335,94.7,0.1,3.8,0.3,1.2,0.3,0.2,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.16144660947283684,0.4979821832521459,-0.9834041490346183,0.1574095560771439,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,1.7541692628652146,1.2559079672550308,-0.30903146269022236,0.8040170332635636,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.047311442034699,-1.3751075638723702,-1.3180380120814992,1.1029363493433542,-3.5785447565554933,95.5,0.25,0.6,0.8,0.05,0.5,4.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.007560362768259287,-0.019808698888438833,-0.2247348768971729,-0.05812626965166262,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,-0.26174056896475145,0.13027561477549876,1.1029363493433542,-0.345507370623403,95.5,0.0,4.2,0.35,0.15,0.1,0.2,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
